hotel,fecha,tipo,total_occ,arr_rooms,comp_rooms,house_use,deduct_indiv,deduct_group,occ_pct,room_revenue,adr,dep_rooms,day_use,no_show,ooo,personas,fecha_reporte
demo-costa,2026-03-08,History,92,32,0,0,62,30,0.6571,14725.56,160.06,30,0,0,0,156,2026-09-25
demo-centro,2026-03-09,History,139,49,0,0,104,35,0.6318,24756.05,178.1,46,0,0,0,236,2026-09-25
demo-costa,2026-03-09,History,89,31,0,0,61,28,0.6357,14693.08,165.09,29,0,0,0,151,2026-09-25
demo-centro,2026-03-10,History,145,51,0,0,125,20,0.6591,25717.47,177.36,48,0,0,0,246,2026-09-25
demo-costa,2026-03-10,History,107,37,0,0,92,15,0.7643,16936.5,158.29,35,0,0,0,182,2026-09-25
demo-centro,2026-03-11,History,149,52,0,0,110,39,0.6773,24971.76,167.6,49,0,0,0,253,2026-09-25
demo-costa,2026-03-11,History,107,37,0,0,88,19,0.7643,16759.4,156.63,35,0,0,0,182,2026-09-25
demo-centro,2026-03-12,History,139,49,0,0,119,20,0.6318,22759.64,163.74,46,0,0,0,236,2026-09-25
demo-costa,2026-03-12,History,98,34,0,0,86,12,0.7,16625.86,169.65,32,0,0,0,167,2026-09-25
demo-centro,2026-03-13,History,155,54,0,0,109,46,0.7045,27870.47,179.81,51,0,0,0,264,2026-09-25
demo-costa,2026-03-13,History,105,37,0,0,82,23,0.75,17386.34,165.58,35,0,0,0,178,2026-09-25
demo-centro,2026-03-14,History,143,50,0,0,104,39,0.65,24327.01,170.12,47,0,0,0,243,2026-09-25
demo-costa,2026-03-14,History,106,37,0,0,90,16,0.7571,17373.12,163.9,35,0,0,0,180,2026-09-25
demo-centro,2026-03-15,History,143,50,0,0,93,50,0.65,24117.62,168.65,47,0,0,0,243,2026-09-25
demo-costa,2026-03-15,History,95,33,0,0,73,22,0.6786,16104.04,169.52,31,0,0,0,162,2026-09-25
demo-centro,2026-03-16,History,137,48,0,0,110,27,0.6227,23553.81,171.93,45,0,0,0,233,2026-09-25
demo-costa,2026-03-16,History,101,35,0,0,68,33,0.7214,15934.85,157.77,33,0,0,0,172,2026-09-25
demo-centro,2026-03-17,History,136,48,0,0,109,27,0.6182,24441.24,179.71,45,0,0,0,231,2026-09-25
demo-costa,2026-03-17,History,103,36,0,0,80,23,0.7357,17477.19,169.68,34,0,0,0,175,2026-09-25
demo-centro,2026-03-18,History,120,42,0,0,94,26,0.5455,19656.61,163.81,40,0,0,0,204,2026-09-25
demo-costa,2026-03-18,History,110,38,0,0,81,29,0.7857,17087.42,155.34,36,0,0,0,187,2026-09-25
demo-centro,2026-03-19,History,143,50,0,0,108,35,0.65,25656.44,179.42,47,0,0,0,243,2026-09-25
demo-costa,2026-03-19,History,97,34,0,0,76,21,0.6929,16305.88,168.1,32,0,0,0,165,2026-09-25
demo-centro,2026-03-20,History,153,54,0,0,117,36,0.6955,27185.77,177.68,50,0,0,0,260,2026-09-25
demo-costa,2026-03-20,History,103,36,0,0,85,18,0.7357,16476.64,159.97,34,0,0,0,175,2026-09-25
demo-centro,2026-03-21,History,152,53,0,0,121,31,0.6909,24916.12,163.92,50,0,0,0,258,2026-09-25
demo-costa,2026-03-21,History,115,40,0,0,94,21,0.8214,17892.37,155.59,38,0,0,0,196,2026-09-25
demo-centro,2026-03-22,History,135,47,0,0,94,41,0.6136,23087.67,171.02,45,0,0,0,230,2026-09-25
demo-costa,2026-03-22,History,85,30,0,0,71,14,0.6071,14006.38,164.78,28,0,0,0,144,2026-09-25
demo-centro,2026-03-23,History,154,54,0,0,123,31,0.7,26870.29,174.48,51,0,0,0,262,2026-09-25
demo-costa,2026-03-23,History,99,35,0,0,84,15,0.7071,15606.38,157.64,33,0,0,0,168,2026-09-25
demo-centro,2026-03-24,History,122,43,0,0,99,23,0.5545,21457.13,175.88,40,0,0,0,207,2026-09-25
demo-costa,2026-03-24,History,104,36,0,0,74,30,0.7429,16435.93,158.04,34,0,0,0,177,2026-09-25
demo-centro,2026-03-25,History,149,52,0,0,124,25,0.6773,25369.52,170.27,49,0,0,0,253,2026-09-25
demo-costa,2026-03-25,History,93,33,0,0,76,17,0.6643,14839.7,159.57,31,0,0,0,158,2026-09-25
demo-centro,2026-03-26,History,124,43,0,0,90,34,0.5636,20610.15,166.21,41,0,0,0,211,2026-09-25
demo-costa,2026-03-26,History,97,34,0,0,80,17,0.6929,15415.5,158.92,32,0,0,0,165,2026-09-25
demo-centro,2026-03-27,History,164,57,0,0,113,51,0.7455,27394.75,167.04,54,0,0,0,279,2026-09-25
demo-costa,2026-03-27,History,96,34,0,0,82,14,0.6857,15262.29,158.98,32,0,0,0,163,2026-09-25
demo-centro,2026-03-28,History,150,52,0,0,125,25,0.6818,25597.33,170.65,50,0,0,0,255,2026-09-25
demo-costa,2026-03-28,History,93,33,0,0,73,20,0.6643,15500.28,166.67,31,0,0,0,158,2026-09-25
demo-centro,2026-03-29,History,130,46,0,0,98,32,0.5909,21598.7,166.14,43,0,0,0,221,2026-09-25
demo-costa,2026-03-29,History,92,32,0,0,74,18,0.6571,15696.36,170.61,30,0,0,0,156,2026-09-25
demo-centro,2026-03-30,History,146,51,0,0,103,43,0.6636,24848.6,170.2,48,0,0,0,248,2026-09-25
demo-costa,2026-03-30,History,89,31,0,0,76,13,0.6357,13974.13,157.01,29,0,0,0,151,2026-09-25
demo-centro,2026-03-31,History,147,51,0,0,110,37,0.6682,25403.45,172.81,49,0,0,0,250,2026-09-25
demo-costa,2026-03-31,History,102,36,0,0,70,32,0.7286,16290.86,159.71,34,0,0,0,173,2026-09-25
demo-centro,2026-04-01,History,145,51,0,0,119,26,0.6591,23906.99,164.88,48,0,0,0,246,2026-09-25
demo-costa,2026-04-01,History,83,29,0,0,75,8,0.5929,13616.06,164.05,27,0,0,0,141,2026-09-25
demo-centro,2026-04-02,History,143,50,0,0,97,46,0.65,24117.31,168.65,47,0,0,0,243,2026-09-25
demo-costa,2026-04-02,History,77,27,0,0,56,21,0.55,12669.55,164.54,25,0,0,0,131,2026-09-25
demo-centro,2026-04-03,History,163,57,0,0,125,38,0.7409,28114.28,172.48,54,0,0,0,277,2026-09-25
demo-costa,2026-04-03,History,93,33,0,0,75,18,0.6643,15175.65,163.18,31,0,0,0,158,2026-09-25
demo-centro,2026-04-04,History,167,58,0,0,116,51,0.7591,28644.95,171.53,55,0,0,0,284,2026-09-25
demo-costa,2026-04-04,History,90,31,0,0,66,24,0.6429,14880.25,165.34,30,0,0,0,153,2026-09-25
demo-centro,2026-04-05,History,123,43,0,0,109,14,0.5591,20214.65,164.35,41,0,0,0,209,2026-09-25
demo-costa,2026-04-05,History,68,24,0,0,53,15,0.4857,10300.02,151.47,22,0,0,0,116,2026-09-25
demo-centro,2026-04-06,History,146,51,0,0,97,49,0.6636,25437.34,174.23,48,0,0,0,248,2026-09-25
demo-costa,2026-04-06,History,86,30,0,0,76,10,0.6143,13526.76,157.29,28,0,0,0,146,2026-09-25
demo-centro,2026-04-07,History,154,54,0,0,136,18,0.7,25402.62,164.95,51,0,0,0,262,2026-09-25
demo-costa,2026-04-07,History,86,30,0,0,60,26,0.6143,14041.42,163.27,28,0,0,0,146,2026-09-25
demo-centro,2026-04-08,History,139,49,0,0,109,30,0.6318,23156.25,166.59,46,0,0,0,236,2026-09-25
demo-costa,2026-04-08,History,89,31,0,0,74,15,0.6357,14726.22,165.46,29,0,0,0,151,2026-09-25
demo-centro,2026-04-09,History,142,50,0,0,94,48,0.6455,25543.68,179.89,47,0,0,0,241,2026-09-25
demo-costa,2026-04-09,History,95,33,0,0,70,25,0.6786,15699.12,165.25,31,0,0,0,162,2026-09-25
demo-centro,2026-04-10,History,162,57,0,0,129,33,0.7364,27424.61,169.29,53,0,0,0,275,2026-09-25
demo-costa,2026-04-10,History,73,26,0,0,56,17,0.5214,11150.84,152.75,24,0,0,0,124,2026-09-25
demo-centro,2026-04-11,History,171,60,0,0,115,56,0.7773,28102.03,164.34,56,0,0,0,291,2026-09-25
demo-costa,2026-04-11,History,90,31,0,0,72,18,0.6429,13581.01,150.9,30,0,0,0,153,2026-09-25
demo-centro,2026-04-12,History,141,49,0,0,125,16,0.6409,25284.76,179.32,47,0,0,0,240,2026-09-25
demo-costa,2026-04-12,History,79,28,0,0,52,27,0.5643,12685.42,160.57,26,0,0,0,134,2026-09-25
demo-centro,2026-04-13,History,142,50,0,0,124,18,0.6455,23931.41,168.53,47,0,0,0,241,2026-09-25
demo-costa,2026-04-13,History,79,28,0,0,56,23,0.5643,12368.74,156.57,26,0,0,0,134,2026-09-25
demo-centro,2026-04-14,History,141,49,0,0,102,39,0.6409,23439.89,166.24,47,0,0,0,240,2026-09-25
demo-costa,2026-04-14,History,79,28,0,0,57,22,0.5643,12347.76,156.3,26,0,0,0,134,2026-09-25
demo-centro,2026-04-15,History,149,52,0,0,99,50,0.6773,25091.0,168.4,49,0,0,0,253,2026-09-25
demo-costa,2026-04-15,History,78,27,0,0,53,25,0.5571,11767.59,150.87,26,0,0,0,133,2026-09-25
demo-centro,2026-04-16,History,137,48,0,0,106,31,0.6227,23455.56,171.21,45,0,0,0,233,2026-09-25
demo-costa,2026-04-16,History,86,30,0,0,60,26,0.6143,13338.55,155.1,28,0,0,0,146,2026-09-25
demo-centro,2026-04-17,History,177,62,0,0,138,39,0.8045,31922.19,180.35,58,0,0,0,301,2026-09-25
demo-costa,2026-04-17,History,111,39,0,0,98,13,0.7929,18153.74,163.55,37,0,0,0,189,2026-09-25
demo-centro,2026-04-18,History,179,63,0,0,140,39,0.8136,29438.73,164.46,59,0,0,0,304,2026-09-25
demo-costa,2026-04-18,History,89,31,0,0,80,9,0.6357,14241.96,160.02,29,0,0,0,151,2026-09-25
demo-centro,2026-04-19,History,116,41,0,0,104,12,0.5273,19515.77,168.24,38,0,0,0,197,2026-09-25
demo-costa,2026-04-19,History,81,28,0,0,53,28,0.5786,12574.27,155.24,27,0,0,0,138,2026-09-25
demo-centro,2026-04-20,History,167,58,0,0,150,17,0.7591,29620.44,177.37,55,0,0,0,284,2026-09-25
demo-costa,2026-04-20,History,87,30,0,0,73,14,0.6214,13137.23,151.0,29,0,0,0,148,2026-09-25
demo-centro,2026-04-21,History,152,53,0,0,104,48,0.6909,25928.88,170.58,50,0,0,0,258,2026-09-25
demo-costa,2026-04-21,History,92,32,0,0,62,30,0.6571,14049.59,152.71,30,0,0,0,156,2026-09-25
demo-centro,2026-04-22,History,154,54,0,0,123,31,0.7,27159.47,176.36,51,0,0,0,262,2026-09-25
demo-costa,2026-04-22,History,74,26,0,0,64,10,0.5286,12054.83,162.9,24,0,0,0,126,2026-09-25
demo-centro,2026-04-23,History,145,51,0,0,99,46,0.6591,24108.16,166.26,48,0,0,0,246,2026-09-25
demo-costa,2026-04-23,History,71,25,0,0,53,18,0.5071,10844.51,152.74,23,0,0,0,121,2026-09-25
demo-centro,2026-04-24,History,157,55,0,0,126,31,0.7136,27884.33,177.61,52,0,0,0,267,2026-09-25
demo-costa,2026-04-24,History,89,31,0,0,76,13,0.6357,13446.25,151.08,29,0,0,0,151,2026-09-25
demo-centro,2026-04-25,History,173,61,0,0,149,24,0.7864,29435.0,170.14,57,0,0,0,294,2026-09-25
demo-costa,2026-04-25,History,87,30,0,0,65,22,0.6214,14248.25,163.77,29,0,0,0,148,2026-09-25
demo-centro,2026-04-26,History,156,55,0,0,106,50,0.7091,27182.81,174.25,51,0,0,0,265,2026-09-25
demo-costa,2026-04-26,History,62,22,0,0,41,21,0.4429,9684.22,156.2,20,0,0,0,105,2026-09-25
demo-centro,2026-04-27,History,152,53,0,0,113,39,0.6909,25680.25,168.95,50,0,0,0,258,2026-09-25
demo-costa,2026-04-27,History,80,28,0,0,71,9,0.5714,13071.66,163.4,26,0,0,0,136,2026-09-25
demo-centro,2026-04-28,History,154,54,0,0,118,36,0.7,25412.99,165.02,51,0,0,0,262,2026-09-25
demo-costa,2026-04-28,History,80,28,0,0,63,17,0.5714,12983.86,162.3,26,0,0,0,136,2026-09-25
demo-centro,2026-04-29,History,147,51,0,0,104,43,0.6682,25793.86,175.47,49,0,0,0,250,2026-09-25
demo-costa,2026-04-29,History,88,31,0,0,69,19,0.6286,14565.16,165.51,29,0,0,0,150,2026-09-25
demo-centro,2026-04-30,History,152,53,0,0,127,25,0.6909,27560.19,181.32,50,0,0,0,258,2026-09-25
demo-costa,2026-04-30,History,71,25,0,0,59,12,0.5071,10771.62,151.71,23,0,0,0,121,2026-09-25
demo-centro,2026-05-01,History,155,54,0,0,105,50,0.7045,27300.49,176.13,51,0,0,0,264,2026-09-25
demo-costa,2026-05-01,History,72,25,0,0,59,13,0.5143,11463.38,159.21,24,0,0,0,122,2026-09-25
demo-centro,2026-05-02,History,183,64,0,0,126,57,0.8318,33080.87,180.77,60,0,0,0,311,2026-09-25
demo-costa,2026-05-02,History,73,26,0,0,61,12,0.5214,11045.47,151.31,24,0,0,0,124,2026-09-25
demo-centro,2026-05-03,History,127,44,0,0,93,34,0.5773,22145.89,174.38,42,0,0,0,216,2026-09-25
demo-costa,2026-05-03,History,52,18,0,0,44,8,0.3714,8139.5,156.53,17,0,0,0,88,2026-09-25
demo-centro,2026-05-04,History,152,53,0,0,106,46,0.6909,25070.58,164.94,50,0,0,0,258,2026-09-25
demo-costa,2026-05-04,History,50,18,0,0,38,12,0.3571,7958.26,159.17,16,0,0,0,85,2026-09-25
demo-centro,2026-05-05,History,168,59,0,0,111,57,0.7636,29130.91,173.4,55,0,0,0,286,2026-09-25
demo-costa,2026-05-05,History,54,19,0,0,35,19,0.3857,7957.63,147.36,18,0,0,0,92,2026-09-25
demo-centro,2026-05-06,History,140,49,0,0,117,23,0.6364,24935.4,178.11,46,0,0,0,238,2026-09-25
demo-costa,2026-05-06,History,64,22,0,0,43,21,0.4571,9754.29,152.41,21,0,0,0,109,2026-09-25
demo-centro,2026-05-07,History,162,57,0,0,142,20,0.7364,28830.44,177.97,53,0,0,0,275,2026-09-25
demo-costa,2026-05-07,History,66,23,0,0,46,20,0.4714,10167.87,154.06,22,0,0,0,112,2026-09-25
demo-centro,2026-05-08,History,165,58,0,0,148,17,0.75,27300.25,165.46,54,0,0,0,280,2026-09-25
demo-costa,2026-05-08,History,75,26,0,0,54,21,0.5357,11104.52,148.06,25,0,0,0,128,2026-09-25
demo-centro,2026-05-09,History,168,59,0,0,109,59,0.7636,28988.51,172.55,55,0,0,0,286,2026-09-25
demo-costa,2026-05-09,History,63,22,0,0,48,15,0.45,9713.43,154.18,21,0,0,0,107,2026-09-25
demo-centro,2026-05-10,History,172,60,0,0,130,42,0.7818,28680.27,166.75,57,0,0,0,292,2026-09-25
demo-costa,2026-05-10,History,41,14,0,0,30,11,0.2929,6097.44,148.72,14,0,0,0,70,2026-09-25
demo-centro,2026-05-11,History,167,58,0,0,124,43,0.7591,28980.84,173.54,55,0,0,0,284,2026-09-25
demo-costa,2026-05-11,History,60,21,0,0,50,10,0.4286,9555.67,159.26,20,0,0,0,102,2026-09-25
demo-centro,2026-05-12,History,149,52,0,0,105,44,0.6773,25816.05,173.26,49,0,0,0,253,2026-09-25
demo-costa,2026-05-12,History,61,21,0,0,40,21,0.4357,9465.09,155.17,20,0,0,0,104,2026-09-25
demo-centro,2026-05-13,History,157,55,0,0,132,25,0.7136,26534.17,169.01,52,0,0,0,267,2026-09-25
demo-costa,2026-05-13,History,59,21,0,0,48,11,0.4214,8967.26,151.99,19,0,0,0,100,2026-09-25
demo-centro,2026-05-14,History,144,50,0,0,119,25,0.6545,26062.92,180.99,48,0,0,0,245,2026-09-25
demo-costa,2026-05-14,History,61,21,0,0,50,11,0.4357,9228.06,151.28,20,0,0,0,104,2026-09-25
demo-centro,2026-05-15,History,182,64,0,0,136,46,0.8273,31596.92,173.61,60,0,0,0,309,2026-09-25
demo-costa,2026-05-15,History,61,21,0,0,53,8,0.4357,9663.45,158.42,20,0,0,0,104,2026-09-25
demo-centro,2026-05-16,History,174,61,0,0,114,60,0.7909,29396.72,168.95,57,0,0,0,296,2026-09-25
demo-costa,2026-05-16,History,90,31,0,0,81,9,0.6429,14262.06,158.47,30,0,0,0,153,2026-09-25
demo-centro,2026-05-17,History,136,48,0,0,112,24,0.6182,23951.0,176.11,45,0,0,0,231,2026-09-25
demo-costa,2026-05-17,History,63,22,0,0,42,21,0.45,10079.12,159.99,21,0,0,0,107,2026-09-25
demo-centro,2026-05-18,History,148,52,0,0,128,20,0.6727,24993.03,168.87,49,0,0,0,252,2026-09-25
demo-costa,2026-05-18,History,61,21,0,0,48,13,0.4357,9250.13,151.64,20,0,0,0,104,2026-09-25
demo-centro,2026-05-19,History,145,51,0,0,94,51,0.6591,25933.37,178.85,48,0,0,0,246,2026-09-25
demo-costa,2026-05-19,History,51,18,0,0,41,10,0.3643,8161.11,160.02,17,0,0,0,87,2026-09-25
demo-centro,2026-05-20,History,150,52,0,0,118,32,0.6818,25546.84,170.31,50,0,0,0,255,2026-09-25
demo-costa,2026-05-20,History,58,20,0,0,41,17,0.4143,8547.53,147.37,19,0,0,0,99,2026-09-25
demo-centro,2026-05-21,History,157,55,0,0,136,21,0.7136,27317.21,173.99,52,0,0,0,267,2026-09-25
demo-costa,2026-05-21,History,61,21,0,0,53,8,0.4357,9223.93,151.21,20,0,0,0,104,2026-09-25
demo-centro,2026-05-22,History,180,63,0,0,146,34,0.8182,30215.43,167.86,59,0,0,0,306,2026-09-25
demo-costa,2026-05-22,History,78,27,0,0,61,17,0.5571,11884.6,152.37,26,0,0,0,133,2026-09-25
demo-centro,2026-05-23,History,180,63,0,0,122,58,0.8182,31811.4,176.73,59,0,0,0,306,2026-09-25
demo-costa,2026-05-23,History,64,22,0,0,47,17,0.4571,10297.99,160.91,21,0,0,0,109,2026-09-25
demo-centro,2026-05-24,History,146,51,0,0,113,33,0.6636,24079.71,164.93,48,0,0,0,248,2026-09-25
demo-costa,2026-05-24,History,47,16,0,0,36,11,0.3357,7518.97,159.98,16,0,0,0,80,2026-09-25
demo-centro,2026-05-25,History,145,51,0,0,130,15,0.6591,25616.69,176.67,48,0,0,0,246,2026-09-25
demo-costa,2026-05-25,History,52,18,0,0,40,12,0.3714,7666.27,147.43,17,0,0,0,88,2026-09-25
demo-centro,2026-05-26,History,162,57,0,0,134,28,0.7364,27996.18,172.82,53,0,0,0,275,2026-09-25
demo-costa,2026-05-26,History,55,19,0,0,45,10,0.3929,8487.75,154.32,18,0,0,0,94,2026-09-25
demo-centro,2026-05-27,History,166,58,0,0,125,41,0.7545,27376.58,164.92,55,0,0,0,282,2026-09-25
demo-costa,2026-05-27,History,49,17,0,0,36,13,0.35,7430.96,151.65,16,0,0,0,83,2026-09-25
demo-centro,2026-05-28,History,156,55,0,0,135,21,0.7091,25842.69,165.66,51,0,0,0,265,2026-09-25
demo-costa,2026-05-28,History,67,23,0,0,45,22,0.4786,10309.85,153.88,22,0,0,0,114,2026-09-25
demo-centro,2026-05-29,History,166,58,0,0,136,30,0.7545,28000.86,168.68,55,0,0,0,282,2026-09-25
demo-costa,2026-05-29,History,70,24,0,0,52,18,0.5,10767.2,153.82,23,0,0,0,119,2026-09-25
demo-centro,2026-05-30,History,160,56,0,0,124,36,0.7273,27589.68,172.44,53,0,0,0,272,2026-09-25
demo-costa,2026-05-30,History,75,26,0,0,62,13,0.5357,10952.5,146.03,25,0,0,0,128,2026-09-25
demo-centro,2026-05-31,History,149,52,0,0,112,37,0.6773,25678.89,172.34,49,0,0,0,253,2026-09-25
demo-costa,2026-05-31,History,57,20,0,0,41,16,0.4071,8867.1,155.56,19,0,0,0,97,2026-09-25
demo-centro,2026-06-01,History,123,43,0,0,108,15,0.5591,22214.44,180.61,41,0,0,0,209,2026-09-25
demo-costa,2026-06-01,History,67,23,0,0,54,13,0.4786,10709.69,159.85,22,0,0,0,114,2026-09-25
demo-centro,2026-06-02,History,153,54,0,0,102,51,0.6955,25044.03,163.69,50,0,0,0,260,2026-09-25
demo-costa,2026-06-02,History,43,15,0,0,32,11,0.3071,6431.2,149.56,14,0,0,0,73,2026-09-25
demo-centro,2026-06-03,History,147,51,0,0,103,44,0.6682,25508.91,173.53,49,0,0,0,250,2026-09-25
demo-costa,2026-06-03,History,56,20,0,0,48,8,0.4,8689.35,155.17,18,0,0,0,95,2026-09-25
demo-centro,2026-06-04,History,147,51,0,0,113,34,0.6682,26495.23,180.24,49,0,0,0,250,2026-09-25
demo-costa,2026-06-04,History,47,16,0,0,40,7,0.3357,6958.96,148.06,16,0,0,0,80,2026-09-25
demo-centro,2026-06-05,History,164,57,0,0,140,24,0.7455,28511.58,173.85,54,0,0,0,279,2026-09-25
demo-costa,2026-06-05,History,62,22,0,0,49,13,0.4429,9695.61,156.38,20,0,0,0,105,2026-09-25
demo-centro,2026-06-06,History,178,62,0,0,145,33,0.8091,30746.05,172.73,59,0,0,0,303,2026-09-25
demo-costa,2026-06-06,History,60,21,0,0,44,16,0.4286,9176.72,152.95,20,0,0,0,102,2026-09-25
demo-centro,2026-06-07,History,124,43,0,0,86,38,0.5636,21105.35,170.2,41,0,0,0,211,2026-09-25
demo-costa,2026-06-07,History,59,21,0,0,43,16,0.4214,8980.62,152.21,19,0,0,0,100,2026-09-25
demo-centro,2026-06-08,History,148,52,0,0,101,47,0.6727,25699.86,173.65,49,0,0,0,252,2026-09-25
demo-costa,2026-06-08,History,51,18,0,0,34,17,0.3643,7627.99,149.57,17,0,0,0,87,2026-09-25
demo-centro,2026-06-09,History,140,49,0,0,115,25,0.6364,24682.42,176.3,46,0,0,0,238,2026-09-25
demo-costa,2026-06-09,History,61,21,0,0,47,14,0.4357,9446.2,154.86,20,0,0,0,104,2026-09-25
demo-centro,2026-06-10,History,144,50,0,0,110,34,0.6545,23626.8,164.07,48,0,0,0,245,2026-09-25
demo-costa,2026-06-10,History,57,20,0,0,48,9,0.4071,8844.99,155.18,19,0,0,0,97,2026-09-25
demo-centro,2026-06-11,History,140,49,0,0,125,15,0.6364,23624.84,168.75,46,0,0,0,238,2026-09-25
demo-costa,2026-06-11,History,75,26,0,0,53,22,0.5357,11883.24,158.44,25,0,0,0,128,2026-09-25
demo-centro,2026-06-12,History,169,59,0,0,113,56,0.7682,28241.27,167.11,56,0,0,0,287,2026-09-25
demo-costa,2026-06-12,History,70,24,0,0,58,12,0.5,10491.09,149.87,23,0,0,0,119,2026-09-25
demo-centro,2026-06-13,History,149,52,0,0,103,46,0.6773,24698.28,165.76,49,0,0,0,253,2026-09-25
demo-costa,2026-06-13,History,59,21,0,0,41,18,0.4214,8831.92,149.69,19,0,0,0,100,2026-09-25
demo-centro,2026-06-14,History,131,46,0,0,94,37,0.5955,21457.35,163.8,43,0,0,0,223,2026-09-25
demo-costa,2026-06-14,History,54,19,0,0,48,6,0.3857,8283.49,153.4,18,0,0,0,92,2026-09-25
demo-centro,2026-06-15,History,139,49,0,0,106,33,0.6318,24743.41,178.01,46,0,0,0,236,2026-09-25
demo-costa,2026-06-15,History,46,16,0,0,40,6,0.3286,7308.72,158.89,15,0,0,0,78,2026-09-25
demo-centro,2026-06-16,History,164,57,0,0,136,28,0.7455,27236.92,166.08,54,0,0,0,279,2026-09-25
demo-costa,2026-06-16,History,51,18,0,0,36,15,0.3643,7882.16,154.55,17,0,0,0,87,2026-09-25
demo-centro,2026-06-17,History,148,52,0,0,132,16,0.6727,26090.81,176.29,49,0,0,0,252,2026-09-25
demo-costa,2026-06-17,History,56,20,0,0,38,18,0.4,8418.21,150.33,18,0,0,0,95,2026-09-25
demo-centro,2026-06-18,History,142,50,0,0,108,34,0.6455,23989.27,168.94,47,0,0,0,241,2026-09-25
demo-costa,2026-06-18,History,58,20,0,0,52,6,0.4143,8527.31,147.02,19,0,0,0,99,2026-09-25
demo-centro,2026-06-19,History,172,60,0,0,136,36,0.7818,29260.06,170.12,57,0,0,0,292,2026-09-25
demo-costa,2026-06-19,History,65,23,0,0,51,14,0.4643,10184.97,156.69,21,0,0,0,110,2026-09-25
demo-centro,2026-06-20,History,170,59,0,0,122,48,0.7727,29744.69,174.97,56,0,0,0,289,2026-09-25
demo-costa,2026-06-20,History,65,23,0,0,58,7,0.4643,9897.05,152.26,21,0,0,0,110,2026-09-25
demo-centro,2026-06-21,History,140,49,0,0,106,34,0.6364,23628.33,168.77,46,0,0,0,238,2026-09-25
demo-costa,2026-06-21,History,56,20,0,0,45,11,0.4,8882.04,158.61,18,0,0,0,95,2026-09-25
demo-centro,2026-06-22,History,167,58,0,0,137,30,0.7591,28951.01,173.36,55,0,0,0,284,2026-09-25
demo-costa,2026-06-22,History,52,18,0,0,44,8,0.3714,7553.78,145.27,17,0,0,0,88,2026-09-25
demo-centro,2026-06-23,History,141,49,0,0,104,37,0.6409,24410.33,173.12,47,0,0,0,240,2026-09-25
demo-costa,2026-06-23,History,53,19,0,0,43,10,0.3786,7846.5,148.05,17,0,0,0,90,2026-09-25
demo-centro,2026-06-24,History,136,48,0,0,97,39,0.6182,22765.65,167.39,45,0,0,0,231,2026-09-25
demo-costa,2026-06-24,History,62,22,0,0,45,17,0.4429,9059.05,146.11,20,0,0,0,105,2026-09-25
demo-centro,2026-06-25,History,166,58,0,0,120,46,0.7545,29035.24,174.91,55,0,0,0,282,2026-09-25
demo-costa,2026-06-25,History,62,22,0,0,47,15,0.4429,9362.5,151.01,20,0,0,0,105,2026-09-25
demo-centro,2026-06-26,History,171,60,0,0,136,35,0.7773,30489.26,178.3,56,0,0,0,291,2026-09-25
demo-costa,2026-06-26,History,67,23,0,0,53,14,0.4786,10110.35,150.9,22,0,0,0,114,2026-09-25
demo-centro,2026-06-27,History,168,59,0,0,130,38,0.7636,29878.11,177.85,55,0,0,0,286,2026-09-25
demo-costa,2026-06-27,History,68,24,0,0,55,13,0.4857,10108.57,148.66,22,0,0,0,116,2026-09-25
demo-centro,2026-06-28,History,125,44,0,0,87,38,0.5682,21417.03,171.34,41,0,0,0,212,2026-09-25
demo-costa,2026-06-28,History,52,18,0,0,41,11,0.3714,7633.89,146.81,17,0,0,0,88,2026-09-25
demo-centro,2026-06-29,History,136,48,0,0,100,36,0.6182,23153.51,170.25,45,0,0,0,231,2026-09-25
demo-costa,2026-06-29,History,52,18,0,0,34,18,0.3714,7606.2,146.27,17,0,0,0,88,2026-09-25
demo-centro,2026-06-30,History,154,54,0,0,135,19,0.7,25690.18,166.82,51,0,0,0,262,2026-09-25
demo-costa,2026-06-30,History,75,26,0,0,53,22,0.5357,11760.88,156.81,25,0,0,0,128,2026-09-25
demo-centro,2026-07-01,History,182,64,0,0,141,41,0.8273,31642.43,173.86,60,0,0,0,309,2026-09-25
demo-costa,2026-07-01,History,65,23,0,0,43,22,0.4643,10583.67,162.83,21,0,0,0,110,2026-09-25
demo-centro,2026-07-02,History,173,61,0,0,113,60,0.7864,31717.46,183.34,57,0,0,0,294,2026-09-25
demo-costa,2026-07-02,History,73,26,0,0,60,13,0.5214,11312.23,154.96,24,0,0,0,124,2026-09-25
demo-centro,2026-07-03,History,197,69,0,0,141,56,0.8955,35890.78,182.19,65,0,0,0,335,2026-09-25
demo-costa,2026-07-03,History,73,26,0,0,54,19,0.5214,11109.82,152.19,24,0,0,0,124,2026-09-25
demo-centro,2026-07-04,History,171,60,0,0,141,30,0.7773,31569.25,184.62,56,0,0,0,291,2026-09-25
demo-costa,2026-07-04,History,87,30,0,0,63,24,0.6214,13528.51,155.5,29,0,0,0,148,2026-09-25
demo-centro,2026-07-05,History,177,62,0,0,143,34,0.8045,30804.65,174.04,58,0,0,0,301,2026-09-25
demo-costa,2026-07-05,History,75,26,0,0,52,23,0.5357,11812.09,157.49,25,0,0,0,128,2026-09-25
demo-centro,2026-07-06,History,150,52,0,0,102,48,0.6818,26032.83,173.55,50,0,0,0,255,2026-09-25
