hotel,fecha,fecha_reporte,concepto,dia,mes,anio
demo-centro,2026-07-18,2026-07-19,Other Revenue,900.15,0,0
demo-costa,2026-07-18,2026-07-19,Total Rooms in Hotel,140,2520,27860
demo-costa,2026-07-18,2026-07-19,Rooms Occupied minus House Use,98,1398,18531
demo-costa,2026-07-18,2026-07-19,Room Revenue,15407.23,218309.99,3034116.74
demo-costa,2026-07-18,2026-07-19,Total Revenue,19353.02,279774.41,3875936.67
demo-costa,2026-07-18,2026-07-19,Food And Beverage Revenue,3483.57,54915.12,750796.43
demo-costa,2026-07-18,2026-07-19,Other Revenue,462.22,0,0
demo-centro,2026-07-19,2026-07-20,Total Rooms in Hotel,220,4180,44000
demo-centro,2026-07-19,2026-07-20,Rooms Occupied minus House Use,162,3285,28762
demo-centro,2026-07-19,2026-07-20,Room Revenue,29288.31,582565.11,4936333.1
demo-centro,2026-07-19,2026-07-20,Total Revenue,38126.53,750886.79,6309447.63
demo-centro,2026-07-19,2026-07-20,Food And Beverage Revenue,7959.57,150844.73,1225024.53
demo-centro,2026-07-19,2026-07-20,Other Revenue,878.65,0,0
demo-costa,2026-07-19,2026-07-20,Total Rooms in Hotel,140,2660,28000
demo-costa,2026-07-19,2026-07-20,Rooms Occupied minus House Use,60,1458,18591
demo-costa,2026-07-19,2026-07-20,Room Revenue,9545.65,227855.65,3043662.4
demo-costa,2026-07-19,2026-07-20,Total Revenue,11820.32,291594.73,3887756.99
demo-costa,2026-07-19,2026-07-20,Food And Beverage Revenue,1988.3,56903.42,752784.73
demo-costa,2026-07-19,2026-07-20,Other Revenue,286.37,0,0
demo-centro,2026-07-20,2026-07-21,Total Rooms in Hotel,220,4400,44220
demo-centro,2026-07-20,2026-07-21,Rooms Occupied minus House Use,156,3441,28918
demo-centro,2026-07-20,2026-07-21,Room Revenue,28664.12,611229.23,4964997.22
demo-centro,2026-07-20,2026-07-21,Total Revenue,35964.37,786851.17,6345412.0
demo-centro,2026-07-20,2026-07-21,Food And Beverage Revenue,6440.33,157285.06,1231464.86
demo-centro,2026-07-20,2026-07-21,Other Revenue,859.92,0,0
demo-costa,2026-07-20,2026-07-21,Total Rooms in Hotel,140,2800,28140
demo-costa,2026-07-20,2026-07-21,Rooms Occupied minus House Use,74,1532,18665
demo-costa,2026-07-20,2026-07-21,Room Revenue,11250.84,239106.48,3054913.23
demo-costa,2026-07-20,2026-07-21,Total Revenue,14017.71,305612.45,3901774.71
demo-costa,2026-07-20,2026-07-21,Food And Beverage Revenue,2429.35,59332.77,755214.08
demo-costa,2026-07-20,2026-07-21,Other Revenue,337.53,0,0
demo-centro,2026-07-21,2026-07-22,Total Rooms in Hotel,220,4620,44440
demo-centro,2026-07-21,2026-07-22,Rooms Occupied minus House Use,166,3607,29084
demo-centro,2026-07-21,2026-07-22,Room Revenue,28736.76,639965.99,4993733.98
demo-centro,2026-07-21,2026-07-22,Total Revenue,36219.39,823070.56,6381631.39
demo-centro,2026-07-21,2026-07-22,Food And Beverage Revenue,6620.52,163905.59,1238085.39
demo-centro,2026-07-21,2026-07-22,Other Revenue,862.1,0,0
demo-costa,2026-07-21,2026-07-22,Total Rooms in Hotel,140,2940,28280
demo-costa,2026-07-21,2026-07-22,Rooms Occupied minus House Use,82,1614,18747
demo-costa,2026-07-21,2026-07-22,Room Revenue,13083.33,252189.81,3067996.56
demo-costa,2026-07-21,2026-07-22,Total Revenue,16097.53,321709.98,3917872.24
demo-costa,2026-07-21,2026-07-22,Food And Beverage Revenue,2621.7,61954.47,757835.78
demo-costa,2026-07-21,2026-07-22,Other Revenue,392.5,0,0
demo-centro,2026-07-22,2026-07-23,Total Rooms in Hotel,220,4840,44660
demo-centro,2026-07-22,2026-07-23,Rooms Occupied minus House Use,174,3781,29258
demo-centro,2026-07-22,2026-07-23,Room Revenue,30287.64,670253.63,5024021.63
demo-centro,2026-07-22,2026-07-23,Total Revenue,39974.36,863044.92,6421605.75
demo-centro,2026-07-22,2026-07-23,Food And Beverage Revenue,8778.09,172683.67,1246863.47
demo-centro,2026-07-22,2026-07-23,Other Revenue,908.63,0,0
demo-costa,2026-07-22,2026-07-23,Total Rooms in Hotel,140,3080,28420
demo-costa,2026-07-22,2026-07-23,Rooms Occupied minus House Use,75,1689,18822
demo-costa,2026-07-22,2026-07-23,Room Revenue,12033.07,264222.88,3080029.63
demo-costa,2026-07-22,2026-07-23,Total Revenue,15407.44,337117.42,3933279.68
demo-costa,2026-07-22,2026-07-23,Food And Beverage Revenue,3013.38,64967.85,760849.16
demo-costa,2026-07-22,2026-07-23,Other Revenue,360.99,0,0
demo-centro,2026-07-23,2026-07-24,Total Rooms in Hotel,220,5060,44880
demo-centro,2026-07-23,2026-07-24,Rooms Occupied minus House Use,180,3961,29438
demo-centro,2026-07-23,2026-07-24,Room Revenue,31836.55,702090.18,5055858.18
demo-centro,2026-07-23,2026-07-24,Total Revenue,42127.36,905172.28,6463733.11
demo-centro,2026-07-23,2026-07-24,Food And Beverage Revenue,9335.71,182019.39,1256199.18
demo-centro,2026-07-23,2026-07-24,Other Revenue,955.1,0,0
demo-costa,2026-07-23,2026-07-24,Total Rooms in Hotel,140,3220,28560
demo-costa,2026-07-23,2026-07-24,Rooms Occupied minus House Use,61,1750,18883
demo-costa,2026-07-23,2026-07-24,Room Revenue,9704.59,273927.47,3089734.22
demo-costa,2026-07-23,2026-07-24,Total Revenue,12887.3,350004.72,3946166.99
demo-costa,2026-07-23,2026-07-24,Food And Beverage Revenue,2891.57,67859.43,763740.74
demo-costa,2026-07-23,2026-07-24,Other Revenue,291.14,0,0
demo-centro,2026-07-24,2026-07-25,Total Rooms in Hotel,220,5280,45100
demo-centro,2026-07-24,2026-07-25,Rooms Occupied minus House Use,190,4151,29628
demo-centro,2026-07-24,2026-07-25,Room Revenue,33932.4,736022.59,5089790.58
demo-centro,2026-07-24,2026-07-25,Total Revenue,41939.28,947111.56,6505672.39
demo-centro,2026-07-24,2026-07-25,Food And Beverage Revenue,6988.91,189008.3,1263188.09
demo-centro,2026-07-24,2026-07-25,Other Revenue,1017.97,0,0
demo-costa,2026-07-24,2026-07-25,Total Rooms in Hotel,140,3360,28700
demo-costa,2026-07-24,2026-07-25,Rooms Occupied minus House Use,96,1846,18979
demo-costa,2026-07-24,2026-07-25,Room Revenue,14719.59,288647.06,3104453.81
demo-costa,2026-07-24,2026-07-25,Total Revenue,18775.62,368780.34,3964942.6
demo-costa,2026-07-24,2026-07-25,Food And Beverage Revenue,3614.44,71473.86,767355.18
demo-costa,2026-07-24,2026-07-25,Other Revenue,441.59,0,0
demo-centro,2026-07-25,2026-07-26,Total Rooms in Hotel,220,5500,45320
demo-centro,2026-07-25,2026-07-26,Rooms Occupied minus House Use,182,4333,29810
demo-centro,2026-07-25,2026-07-26,Room Revenue,30988.37,767010.96,5120778.95
demo-centro,2026-07-25,2026-07-26,Total Revenue,38197.87,985309.43,6543870.26
demo-centro,2026-07-25,2026-07-26,Food And Beverage Revenue,6279.85,195288.14,1269467.94
demo-centro,2026-07-25,2026-07-26,Other Revenue,929.65,0,0
demo-costa,2026-07-25,2026-07-26,Total Rooms in Hotel,140,3500,28840
demo-costa,2026-07-25,2026-07-26,Rooms Occupied minus House Use,79,1925,19058
demo-costa,2026-07-25,2026-07-26,Room Revenue,12339.49,300986.56,3116793.31
demo-costa,2026-07-25,2026-07-26,Total Revenue,15945.63,384725.97,3980888.24
demo-costa,2026-07-25,2026-07-26,Food And Beverage Revenue,3235.95,74709.82,770591.13
demo-costa,2026-07-25,2026-07-26,Other Revenue,370.18,0,0
demo-centro,2026-07-26,2026-07-27,Total Rooms in Hotel,220,5720,45540
demo-centro,2026-07-26,2026-07-27,Rooms Occupied minus House Use,152,4485,29962
demo-centro,2026-07-26,2026-07-27,Room Revenue,26553.34,793564.3,5147332.29
demo-centro,2026-07-26,2026-07-27,Total Revenue,34645.15,1019954.58,6578515.42
demo-centro,2026-07-26,2026-07-27,Food And Beverage Revenue,7295.21,202583.36,1276763.16
demo-centro,2026-07-26,2026-07-27,Other Revenue,796.6,0,0
demo-costa,2026-07-26,2026-07-27,Total Rooms in Hotel,140,3640,28980
demo-costa,2026-07-26,2026-07-27,Rooms Occupied minus House Use,64,1989,19122
demo-costa,2026-07-26,2026-07-27,Room Revenue,9665.29,310651.85,3126458.6
demo-costa,2026-07-26,2026-07-27,Total Revenue,12015.9,396741.88,3992904.14
demo-costa,2026-07-26,2026-07-27,Food And Beverage Revenue,2060.65,76770.47,772651.78
demo-costa,2026-07-26,2026-07-27,Other Revenue,289.96,0,0
demo-centro,2026-07-27,2026-07-28,Total Rooms in Hotel,220,5940,45760
demo-centro,2026-07-27,2026-07-28,Rooms Occupied minus House Use,171,4656,30133
demo-centro,2026-07-27,2026-07-28,Room Revenue,30925.79,824490.09,5178258.09
demo-centro,2026-07-27,2026-07-28,Total Revenue,39352.75,1059307.33,6617868.16
demo-centro,2026-07-27,2026-07-28,Food And Beverage Revenue,7499.18,210082.54,1284262.34
demo-centro,2026-07-27,2026-07-28,Other Revenue,927.77,0,0
demo-costa,2026-07-27,2026-07-28,Total Rooms in Hotel,140,3780,29120
demo-costa,2026-07-27,2026-07-28,Rooms Occupied minus House Use,69,2058,19191
demo-costa,2026-07-27,2026-07-28,Room Revenue,11038.28,321690.13,3137496.88
demo-costa,2026-07-27,2026-07-28,Total Revenue,14675.52,411417.4,4007579.66
demo-costa,2026-07-27,2026-07-28,Food And Beverage Revenue,3306.1,80076.57,775957.88
demo-costa,2026-07-27,2026-07-28,Other Revenue,331.15,0,0
demo-centro,2026-07-28,2026-07-29,Total Rooms in Hotel,220,6160,45980
demo-centro,2026-07-28,2026-07-29,Rooms Occupied minus House Use,170,4826,30303
demo-centro,2026-07-28,2026-07-29,Room Revenue,30144.09,854634.18,5208402.17
demo-centro,2026-07-28,2026-07-29,Total Revenue,39041.2,1098348.53,6656909.36
demo-centro,2026-07-28,2026-07-29,Food And Beverage Revenue,7992.79,218075.33,1292255.13
demo-centro,2026-07-28,2026-07-29,Other Revenue,904.32,0,0
demo-costa,2026-07-28,2026-07-29,Total Rooms in Hotel,140,3920,29260
demo-costa,2026-07-28,2026-07-29,Rooms Occupied minus House Use,64,2122,19255
demo-costa,2026-07-28,2026-07-29,Room Revenue,9555.14,331245.27,3147052.02
demo-costa,2026-07-28,2026-07-29,Total Revenue,12669.03,424086.43,4020248.69
demo-costa,2026-07-28,2026-07-29,Food And Beverage Revenue,2827.23,82903.8,778785.11
demo-costa,2026-07-28,2026-07-29,Other Revenue,286.65,0,0
demo-centro,2026-07-29,2026-07-30,Total Rooms in Hotel,220,6380,46200
demo-centro,2026-07-29,2026-07-30,Rooms Occupied minus House Use,164,4990,30467
demo-centro,2026-07-29,2026-07-30,Room Revenue,28651.55,883285.73,5237053.72
demo-centro,2026-07-29,2026-07-30,Total Revenue,35375.28,1133723.81,6692284.64
demo-centro,2026-07-29,2026-07-30,Food And Beverage Revenue,5864.18,223939.51,1298119.31
demo-centro,2026-07-29,2026-07-30,Other Revenue,859.55,0,0
demo-costa,2026-07-29,2026-07-30,Total Rooms in Hotel,140,4060,29400
demo-costa,2026-07-29,2026-07-30,Rooms Occupied minus House Use,65,2187,19320
demo-costa,2026-07-29,2026-07-30,Room Revenue,10457.49,341702.76,3157509.51
demo-costa,2026-07-29,2026-07-30,Total Revenue,13552.39,437638.82,4033801.08
demo-costa,2026-07-29,2026-07-30,Food And Beverage Revenue,2781.18,85684.98,781566.29
demo-costa,2026-07-29,2026-07-30,Other Revenue,313.72,0,0
demo-centro,2026-07-30,2026-07-31,Total Rooms in Hotel,220,6600,46420
demo-centro,2026-07-30,2026-07-31,Rooms Occupied minus House Use,154,5144,30621
demo-centro,2026-07-30,2026-07-31,Room Revenue,27593.71,910879.44,5264647.43
demo-centro,2026-07-30,2026-07-31,Total Revenue,35059.13,1168782.93,6727343.77
demo-centro,2026-07-30,2026-07-31,Food And Beverage Revenue,6637.61,230577.11,1304756.91
demo-centro,2026-07-30,2026-07-31,Other Revenue,827.81,0,0
demo-costa,2026-07-30,2026-07-31,Total Rooms in Hotel,140,4200,29540
demo-costa,2026-07-30,2026-07-31,Rooms Occupied minus House Use,74,2261,19394
demo-costa,2026-07-30,2026-07-31,Room Revenue,11500.54,353203.3,3169010.05
demo-costa,2026-07-30,2026-07-31,Total Revenue,14217.75,451856.57,4048018.83
demo-costa,2026-07-30,2026-07-31,Food And Beverage Revenue,2372.19,88057.17,783938.48
demo-costa,2026-07-30,2026-07-31,Other Revenue,345.02,0,0
demo-centro,2026-07-31,2026-08-01,Total Rooms in Hotel,220,6820,46640
demo-centro,2026-07-31,2026-08-01,Rooms Occupied minus House Use,180,5324,30801
demo-centro,2026-07-31,2026-08-01,Room Revenue,31919.47,942798.91,5296566.9
demo-centro,2026-07-31,2026-08-01,Total Revenue,39973.77,1208756.71,6767317.54
demo-centro,2026-07-31,2026-08-01,Food And Beverage Revenue,7096.72,237673.83,1311853.63
demo-centro,2026-07-31,2026-08-01,Other Revenue,957.58,0,0
demo-costa,2026-07-31,2026-08-01,Total Rooms in Hotel,140,4340,29680
demo-costa,2026-07-31,2026-08-01,Rooms Occupied minus House Use,85,2346,19479
demo-costa,2026-07-31,2026-08-01,Room Revenue,13521.8,366725.09,3182531.84
demo-costa,2026-07-31,2026-08-01,Total Revenue,16681.21,468537.78,4064700.04
demo-costa,2026-07-31,2026-08-01,Food And Beverage Revenue,2753.76,90810.93,786692.25
demo-costa,2026-07-31,2026-08-01,Other Revenue,405.65,0,0
demo-centro,2026-08-01,2026-08-02,Total Rooms in Hotel,220,220,46860
demo-centro,2026-08-01,2026-08-02,Rooms Occupied minus House Use,184,184,30985
demo-centro,2026-08-01,2026-08-02,Room Revenue,30558.83,30558.83,5327125.73
demo-centro,2026-08-01,2026-08-02,Total Revenue,38316.1,38316.1,6805633.64
demo-centro,2026-08-01,2026-08-02,Food And Beverage Revenue,6840.51,6840.51,1318694.14
demo-centro,2026-08-01,2026-08-02,Other Revenue,916.76,0,0
demo-costa,2026-08-01,2026-08-02,Total Rooms in Hotel,140,140,29820
demo-costa,2026-08-01,2026-08-02,Rooms Occupied minus House Use,77,77,19556
demo-costa,2026-08-01,2026-08-02,Room Revenue,12054.98,12054.98,3194586.82
demo-costa,2026-08-01,2026-08-02,Total Revenue,15844.34,15844.34,4080544.38
demo-costa,2026-08-01,2026-08-02,Food And Beverage Revenue,3427.71,3427.71,790119.96
demo-costa,2026-08-01,2026-08-02,Other Revenue,361.65,0,0
demo-centro,2026-08-02,2026-08-03,Total Rooms in Hotel,220,440,47080
demo-centro,2026-08-02,2026-08-03,Rooms Occupied minus House Use,138,322,31123
demo-centro,2026-08-02,2026-08-03,Room Revenue,24428.5,54987.32,5351554.22
demo-centro,2026-08-02,2026-08-03,Total Revenue,32301.26,70617.36,6837934.9
demo-centro,2026-08-02,2026-08-03,Food And Beverage Revenue,7139.9,13980.41,1325834.04
demo-centro,2026-08-02,2026-08-03,Other Revenue,732.85,0,0
demo-costa,2026-08-02,2026-08-03,Total Rooms in Hotel,140,280,29960
demo-costa,2026-08-02,2026-08-03,Rooms Occupied minus House Use,53,130,19609
demo-costa,2026-08-02,2026-08-03,Room Revenue,8251.75,20306.73,3202838.57
demo-costa,2026-08-02,2026-08-03,Total Revenue,10868.52,26712.86,4091412.91
demo-costa,2026-08-02,2026-08-03,Food And Beverage Revenue,2369.22,5796.93,792489.17
demo-costa,2026-08-02,2026-08-03,Other Revenue,247.55,0,0
demo-centro,2026-08-03,2026-08-04,Total Rooms in Hotel,220,660,47300
demo-centro,2026-08-03,2026-08-04,Rooms Occupied minus House Use,131,453,31254
demo-centro,2026-08-03,2026-08-04,Room Revenue,23301.98,78289.31,5374856.21
demo-centro,2026-08-03,2026-08-04,Total Revenue,29450.24,100067.6,6867385.14
demo-centro,2026-08-03,2026-08-04,Food And Beverage Revenue,5449.2,19429.61,1331283.24
demo-centro,2026-08-03,2026-08-04,Other Revenue,699.06,0,0
demo-costa,2026-08-03,2026-08-04,Total Rooms in Hotel,140,420,30100
demo-costa,2026-08-03,2026-08-04,Rooms Occupied minus House Use,73,203,19682
demo-costa,2026-08-03,2026-08-04,Room Revenue,10952.98,31259.72,3213791.56
demo-costa,2026-08-03,2026-08-04,Total Revenue,14280.01,40992.87,4105692.92
demo-costa,2026-08-03,2026-08-04,Food And Beverage Revenue,2998.44,8795.37,795487.61
demo-costa,2026-08-03,2026-08-04,Other Revenue,328.59,0,0
demo-centro,2026-08-04,2026-08-05,Total Rooms in Hotel,220,880,47520
demo-centro,2026-08-04,2026-08-05,Rooms Occupied minus House Use,149,602,31403
demo-centro,2026-08-04,2026-08-05,Room Revenue,24622.75,102912.06,5399478.96
demo-centro,2026-08-04,2026-08-05,Total Revenue,31164.43,131232.03,6898549.57
demo-centro,2026-08-04,2026-08-05,Food And Beverage Revenue,5803.0,25232.61,1337086.24
demo-centro,2026-08-04,2026-08-05,Other Revenue,738.68,0,0
demo-costa,2026-08-04,2026-08-05,Total Rooms in Hotel,140,560,30240
demo-costa,2026-08-04,2026-08-05,Rooms Occupied minus House Use,60,263,19742
demo-costa,2026-08-04,2026-08-05,Room Revenue,9619.23,40878.95,3223410.79
demo-costa,2026-08-04,2026-08-05,Total Revenue,12375.08,53367.95,4118067.99
demo-costa,2026-08-04,2026-08-05,Food And Beverage Revenue,2467.26,11262.63,797954.88
demo-costa,2026-08-04,2026-08-05,Other Revenue,288.58,0,0
demo-centro,2026-08-05,2026-08-06,Total Rooms in Hotel,220,1100,47740
demo-centro,2026-08-05,2026-08-06,Rooms Occupied minus House Use,161,763,31564
demo-centro,2026-08-05,2026-08-06,Room Revenue,29087.84,131999.9,5428566.8
demo-centro,2026-08-05,2026-08-06,Total Revenue,36487.72,167719.75,6935037.29
demo-centro,2026-08-05,2026-08-06,Food And Beverage Revenue,6527.24,31759.85,1343613.49
demo-centro,2026-08-05,2026-08-06,Other Revenue,872.64,0,0
demo-costa,2026-08-05,2026-08-06,Total Rooms in Hotel,140,700,30380
demo-costa,2026-08-05,2026-08-06,Rooms Occupied minus House Use,63,326,19805
demo-costa,2026-08-05,2026-08-06,Room Revenue,10057.85,50936.8,3233468.64
demo-costa,2026-08-05,2026-08-06,Total Revenue,13367.25,66735.2,4131435.24
demo-costa,2026-08-05,2026-08-06,Food And Beverage Revenue,3007.66,14270.29,800962.54
demo-costa,2026-08-05,2026-08-06,Other Revenue,301.74,0,0
demo-centro,2026-08-06,2026-08-07,Total Rooms in Hotel,220,1320,47960
demo-centro,2026-08-06,2026-08-07,Rooms Occupied minus House Use,139,902,31703
demo-centro,2026-08-06,2026-08-07,Room Revenue,22831.36,154831.26,5451398.16
demo-centro,2026-08-06,2026-08-07,Total Revenue,28515.48,196235.23,6963552.77
demo-centro,2026-08-06,2026-08-07,Food And Beverage Revenue,4999.18,36759.04,1348612.67
demo-centro,2026-08-06,2026-08-07,Other Revenue,684.94,0,0
demo-costa,2026-08-06,2026-08-07,Total Rooms in Hotel,140,840,30520
demo-costa,2026-08-06,2026-08-07,Rooms Occupied minus House Use,59,385,19864
demo-costa,2026-08-06,2026-08-07,Room Revenue,9181.22,60118.02,3242649.87
demo-costa,2026-08-06,2026-08-07,Total Revenue,12097.04,78832.24,4143532.28
demo-costa,2026-08-06,2026-08-07,Food And Beverage Revenue,2640.38,16910.67,803602.92
demo-costa,2026-08-06,2026-08-07,Other Revenue,275.44,0,0
demo-centro,2026-08-07,2026-08-08,Total Rooms in Hotel,220,1540,48180
demo-centro,2026-08-07,2026-08-08,Rooms Occupied minus House Use,166,1068,31869
demo-centro,2026-08-07,2026-08-08,Room Revenue,29489.43,184320.69,5480887.59
demo-centro,2026-08-07,2026-08-08,Total Revenue,36281.19,232516.43,6999833.97
demo-centro,2026-08-07,2026-08-08,Food And Beverage Revenue,5907.08,42666.12,1354519.75
demo-centro,2026-08-07,2026-08-08,Other Revenue,884.68,0,0
demo-costa,2026-08-07,2026-08-08,Total Rooms in Hotel,140,980,30660
demo-costa,2026-08-07,2026-08-08,Rooms Occupied minus House Use,67,452,19931
demo-costa,2026-08-07,2026-08-08,Room Revenue,10300.93,70418.95,3252950.79
demo-costa,2026-08-07,2026-08-08,Total Revenue,12778.03,91610.27,4156310.31
demo-costa,2026-08-07,2026-08-08,Food And Beverage Revenue,2168.08,19078.75,805771.0
demo-costa,2026-08-07,2026-08-08,Other Revenue,309.03,0,0
demo-centro,2026-08-08,2026-08-09,Total Rooms in Hotel,220,1760,48400
demo-centro,2026-08-08,2026-08-09,Rooms Occupied minus House Use,184,1252,32053
demo-centro,2026-08-08,2026-08-09,Room Revenue,31468.33,215789.01,5512355.92
demo-centro,2026-08-08,2026-08-09,Total Revenue,39053.14,271569.57,7038887.11
demo-centro,2026-08-08,2026-08-09,Food And Beverage Revenue,6640.76,49306.88,1361160.51
demo-centro,2026-08-08,2026-08-09,Other Revenue,944.05,0,0
demo-costa,2026-08-08,2026-08-09,Total Rooms in Hotel,140,1120,30800
demo-costa,2026-08-08,2026-08-09,Rooms Occupied minus House Use,70,522,20001
demo-costa,2026-08-08,2026-08-09,Room Revenue,10538.67,80957.62,3263489.47
demo-costa,2026-08-08,2026-08-09,Total Revenue,13945.03,105555.3,4170255.35
demo-costa,2026-08-08,2026-08-09,Food And Beverage Revenue,3090.2,22168.95,808861.19
demo-costa,2026-08-08,2026-08-09,Other Revenue,316.16,0,0
demo-centro,2026-08-09,2026-08-10,Total Rooms in Hotel,220,1980,48620
demo-centro,2026-08-09,2026-08-10,Rooms Occupied minus House Use,163,1415,32216
demo-centro,2026-08-09,2026-08-10,Room Revenue,29259.59,245048.6,5541615.5
demo-centro,2026-08-09,2026-08-10,Total Revenue,36361.1,307930.67,7075248.21
demo-centro,2026-08-09,2026-08-10,Food And Beverage Revenue,6223.73,55530.61,1367384.24
demo-centro,2026-08-09,2026-08-10,Other Revenue,877.79,0,0
demo-costa,2026-08-09,2026-08-10,Total Rooms in Hotel,140,1260,30940
demo-costa,2026-08-09,2026-08-10,Rooms Occupied minus House Use,52,574,20053
demo-costa,2026-08-09,2026-08-10,Room Revenue,8250.06,89207.68,3271739.52
demo-costa,2026-08-09,2026-08-10,Total Revenue,10262.17,115817.47,4180517.51
demo-costa,2026-08-09,2026-08-10,Food And Beverage Revenue,1764.61,23933.56,810625.8
demo-costa,2026-08-09,2026-08-10,Other Revenue,247.5,0,0
demo-centro,2026-08-10,2026-08-11,Total Rooms in Hotel,220,2200,48840
demo-centro,2026-08-10,2026-08-11,Rooms Occupied minus House Use,144,1559,32360
demo-centro,2026-08-10,2026-08-11,Room Revenue,24535.81,269584.41,5566151.31
demo-centro,2026-08-10,2026-08-11,Total Revenue,31297.12,339227.79,7106545.33
demo-centro,2026-08-10,2026-08-11,Food And Beverage Revenue,6025.24,61555.85,1373409.48
demo-centro,2026-08-10,2026-08-11,Other Revenue,736.07,0,0
demo-costa,2026-08-10,2026-08-11,Total Rooms in Hotel,140,1400,31080
demo-costa,2026-08-10,2026-08-11,Rooms Occupied minus House Use,61,635,20114
demo-costa,2026-08-10,2026-08-11,Room Revenue,9436.24,98643.92,3281175.77
demo-costa,2026-08-10,2026-08-11,Total Revenue,12243.17,128060.64,4192760.68
demo-costa,2026-08-10,2026-08-11,Food And Beverage Revenue,2523.84,26457.4,813149.65
demo-costa,2026-08-10,2026-08-11,Other Revenue,283.09,0,0
demo-centro,2026-08-11,2026-08-12,Total Rooms in Hotel,220,2420,49060
demo-centro,2026-08-11,2026-08-12,Rooms Occupied minus House Use,141,1700,32501
demo-centro,2026-08-11,2026-08-12,Room Revenue,24695.74,294280.15,5590847.05
demo-centro,2026-08-11,2026-08-12,Total Revenue,30401.67,369629.46,7136947.0
demo-centro,2026-08-11,2026-08-12,Food And Beverage Revenue,4965.05,66520.9,1378374.53
demo-centro,2026-08-11,2026-08-12,Other Revenue,740.87,0,0
demo-costa,2026-08-11,2026-08-12,Total Rooms in Hotel,140,1540,31220
demo-costa,2026-08-11,2026-08-12,Rooms Occupied minus House Use,49,684,20163
demo-costa,2026-08-11,2026-08-12,Room Revenue,7419.01,106062.93,3288594.78
demo-costa,2026-08-11,2026-08-12,Total Revenue,9834.32,137894.96,4202595.01
demo-costa,2026-08-11,2026-08-12,Food And Beverage Revenue,2192.74,28650.14,815342.38
demo-costa,2026-08-11,2026-08-12,Other Revenue,222.57,0,0
demo-centro,2026-08-12,2026-08-13,Total Rooms in Hotel,220,2640,49280
demo-centro,2026-08-12,2026-08-13,Rooms Occupied minus House Use,143,1843,32644
demo-centro,2026-08-12,2026-08-13,Room Revenue,24255.23,318535.38,5615102.28
demo-centro,2026-08-12,2026-08-13,Total Revenue,30207.18,399836.64,7167154.17
demo-centro,2026-08-12,2026-08-13,Food And Beverage Revenue,5224.3,71745.19,1383598.83
demo-centro,2026-08-12,2026-08-13,Other Revenue,727.66,0,0
demo-costa,2026-08-12,2026-08-13,Total Rooms in Hotel,140,1680,31360
demo-costa,2026-08-12,2026-08-13,Rooms Occupied minus House Use,59,743,20222
demo-costa,2026-08-12,2026-08-13,Room Revenue,9454.08,115517.01,3298048.86
demo-costa,2026-08-12,2026-08-13,Total Revenue,11712.71,149607.67,4214307.72
demo-costa,2026-08-12,2026-08-13,Food And Beverage Revenue,1975.01,30625.15,817317.4
demo-costa,2026-08-12,2026-08-13,Other Revenue,283.62,0,0
demo-centro,2026-08-13,2026-08-14,Total Rooms in Hotel,220,2860,49500
demo-centro,2026-08-13,2026-08-14,Rooms Occupied minus House Use,166,2009,32810
demo-centro,2026-08-13,2026-08-14,Room Revenue,28808.41,347343.79,5643910.69
demo-centro,2026-08-13,2026-08-14,Total Revenue,36904.4,436741.03,7204058.57
demo-centro,2026-08-13,2026-08-14,Food And Beverage Revenue,7231.73,78976.92,1390830.56
demo-centro,2026-08-13,2026-08-14,Other Revenue,864.25,0,0
demo-costa,2026-08-13,2026-08-14,Total Rooms in Hotel,140,1820,31500
demo-costa,2026-08-13,2026-08-14,Rooms Occupied minus House Use,72,815,20294
demo-costa,2026-08-13,2026-08-14,Room Revenue,10585.95,126102.96,3308634.81
demo-costa,2026-08-13,2026-08-14,Total Revenue,13502.87,163110.54,4227810.59
demo-costa,2026-08-13,2026-08-14,Food And Beverage Revenue,2599.34,33224.49,819916.74
demo-costa,2026-08-13,2026-08-14,Other Revenue,317.58,0,0
demo-centro,2026-08-14,2026-08-15,Total Rooms in Hotel,220,3080,49720
demo-centro,2026-08-14,2026-08-15,Rooms Occupied minus House Use,155,2164,32965
demo-centro,2026-08-14,2026-08-15,Room Revenue,27585.02,374928.82,5671495.72
demo-centro,2026-08-14,2026-08-15,Total Revenue,35350.03,472091.07,7239408.6
demo-centro,2026-08-14,2026-08-15,Food And Beverage Revenue,6937.46,85914.38,1397768.01
demo-centro,2026-08-14,2026-08-15,Other Revenue,827.55,0,0
demo-costa,2026-08-14,2026-08-15,Total Rooms in Hotel,140,1960,31640
demo-costa,2026-08-14,2026-08-15,Rooms Occupied minus House Use,73,888,20367
demo-costa,2026-08-14,2026-08-15,Room Revenue,10795.94,136898.91,3319430.75
demo-costa,2026-08-14,2026-08-15,Total Revenue,14331.33,177441.87,4242141.91
demo-costa,2026-08-14,2026-08-15,Food And Beverage Revenue,3211.5,36436.0,823128.24
demo-costa,2026-08-14,2026-08-15,Other Revenue,323.88,0,0
demo-centro,2026-08-15,2026-08-16,Total Rooms in Hotel,220,3300,49940
demo-centro,2026-08-15,2026-08-16,Rooms Occupied minus House Use,180,2344,33145
demo-centro,2026-08-15,2026-08-16,Room Revenue,31016.31,405945.12,5702512.02
demo-centro,2026-08-15,2026-08-16,Total Revenue,38583.33,510674.39,7277991.93
